TAXON	12S.5June	ALDOB_Hackettetal2008	CLTC_Hackettetal2008	CMOS.26May	COI.26May	COII.Cl181.Final_18May2011	CRYAA_Hackettetal2008	CytB.Cl1.Final_18May2011	EEF2_Hackettetal2008	EGR1_Hackettetal2008	EGR1exon_Hackettetal2008	FGBint4_Hackettetal2008	FGBint5_Hackettetal2008	FGBint67_ALL	GH1_Hackettetal2008	HMGN2_Hackettetal2008	IRF2_Hackettetal2008	MB_Hackettetal2008	MUSK_Hackettetal2008	MYC_Hackettetal2008	ND2.Cl6.Final_18May2011	ND3.26May	ND4.26May	NGF_Hackettetal2008	NTF3_Hackettetal2008	ODC_Ericson_etal	PCBD1_Hackettetal2008	RAG1.Final_18May2011	RAG2.26May	RHO_Hackettetal2008	TGFB2_Hackettetal2008	TPM1_Hackettetal2008	
Tyrannidae_Zimmerius_vilissimus													157780439								157780533							241994401	241994761				
Accipitridae_Circaetus_cinereus								67037982						66735987							66734878												
Procellariidae_Procellaria_westlandica	575343							3420678																									
Alcedinidae_Alcedo_menninting																					66774581	62901801											
Accipitridae_Buteogallus_aequinoctialis						281307604		182895210					281308166								182895088												
Procellariidae_Pterodroma_axillaris								4106553																									
Psittacidae_Primolius_auricollis	33341437					75677813		33305121													75677947							75678029					
Mimidae_Margarops_fuscatus	7672626				151336322	7453328		302176394					149729139	151336139				7672582			7672606							34582546		151336806	151336014		
Columbidae_Streptopelia_orientalis					134269265	77799297		20466851						20466953							20466893												
Campephagidae_Coracina_polioptera																		125487431															
Cotingidae_Snowornis_subalaris								94471844										94451647															
Ramphastidae_Ramphastos_ambiguus						259089870		62547355													62547409												
Furnariidae_Phleocryptes_melanops								66821954					240018506	308197361				66821938			308197219	308197378				240018396		221063015	221062819				
Sturnidae_Onychognathus_salvadorii					151336214	151336444							149729086	151336084							149729210									151336702	151335909		
Psittacidae_Neopsittacus_musschenbroekii																					169787720									187765567	194246210	187949992	
Turdidae_Neocossyphus_fraseri								58618623													58618539												
Columbidae_Columbina_inca					116876717			7262936						7673319																			
Dendrocolaptidae_Xiphorhynchus_pardalotus								145666761					145843948								145976878	145976816											
Strigidae_Glaucidium_cuculoides						193074734												193074600			193074518										193074466		
Cracidae_Nothocrax_urumutum	27884324			27884691	27884401	37720709		27884353						27884665							27884735		37720611					27884791	27884819				
Thamnophilidae_Myrmorchilus_strigilatus								157098258					157098126					51104550			157094397	157098392						221063167	221062947				
Psittacidae_Poicephalus_senegalus								33340883			260100423																						
Dinornithidae_Dinornis_novaezealandiae	67090573				60267271			67090399														64311310											
Muscicapidae_Copsychus_albospecularis	13928473				239507455			12231710													38147182												
Estrildidae_Euschistospiza_dybowskii								186703226																									
Cracidae_Pipile_jacutinga	27884330			27884681	27884413	37720733		27884365						27884660							27884725		37720623					27884781	27884809				
Dicruridae_Dicrurus_remifer				149783858				149783981										149286595			149783764												
Hirundinidae_Delichon_urbica								68248388													60858326												
Psittacidae_Nannopsittaca_dachilleae						75677849		75677927													75677983							75678047					
Columbidae_Leptotila_megalura	19423759				197255729			7262964						7673333							321574995												
Pycnonotidae_Bleda_notatus													156753276					149393605								149393707							
Meliphagidae_Lichenostomus_flavicollis													326378184								327321775												
Psittacidae_Poicephalus_rufiventris				260100315							260100421																						
Accipitridae_Circaetus_fasciolatus								67037986						66735989							66734882												
Picidae_Campephilus_magellanicus					197254823																												
Muscicapidae_Niltava_sundara					126361487			126361523										295001756			281704325					295315454							
Meliphagidae_Melidectes_torquatus	45385350							45385595					259018592								45385449												
Cuculidae_Phaenicophaeus_curvirostris		193879544	193880152				193879232	487611	193880772	193881088	193881404	193999576	193999926	194000338				194021036	193882072	194241128				194021363	194205280		193880458			194240808	193878639	193878936	
Sylviidae_Seicercus_castaniceps	62735792							62735801										62735889															
Muscicapidae_Muscicapa_aquatica								306959246										306959735								306959930							
Threskiornithidae_Platalea_ajaja					116832601									56131146																			
Turdidae_Monticola_angolensis								132566368													132566422												
Ciconiidae_Ciconia_stormi								3211682																									
Sturnidae_Lamprotornis_purpureiceps																					149729392												
Tyrannidae_Mionectes_oleagineus				7716962				133711528					157780429	45272244							168420286	83031250						133711548					
Picidae_Colaptes_fernandinae					308270054			313192054																									
Crotophagidae_Crotophaga_sulcirostris		193879436	193880058		116832125		193879132	487603	193880670	193880982	193881290	193999480	193999823	194000226	154529101		193881749	194020927	193881964					194021251	194205172		193880350			194240704	193878526	193878843	
Rhinocryptidae_Pteroptochos_tarnii								21805470										159895199				6714862				307547460		21805531					
Passeridae_Montifringilla_adamsi					256274637			82504036										82504052															
Strigidae_Strix_rufipes					197256911			22797306																				171919969					
Fringillidae_Junco_phaeonotus					116832291	33318430																											
Hirundinidae_Hirundo_leucosoma								61189686													60858302												
Loriidae_Glossopsitta_concinna								33340847																									
Turdidae_Turdus_falcklandii					197257257			124021254													126216171	126216037											
Thamnophilidae_Formicivora_grisea								6650852					301323104								6650920	301323010											
Cotingidae_Gymnoderus_foetidus								94471834										94451617										241994129	241994489				
Scolopacidae_Scolopax_minor	190411538				116877785			37528950													33622183	3929181						125662434					
Fringillidae_Hypopyrrhus_pyrohypogaster								45861751													45861753												
Trochilidae_Hylocharis_sapphirina														164613068							164613234		164613404			268320731							
Fringillidae_Quiscalus_quiscula					117372477																6563173												
Passeridae_Euplectes_nigroventris								165929859													165929777												
Corvidae_Coracina_striata				125487278																	125487174												
Campephagidae_Coracina_striata																		166209019															
Malaconotidae_Telophorus_dohertyi						186461387							46810696					46559841			46562033							38324489	38325011				
Turdidae_Neocossyphus_poensis								32442020					34333727					306959754								306959964		34582554					
Phalacrocoracidae_Phalacrocorax_punctatus	12382961					12383025																											
Timaliidae_Yuhina_flavicollis	21310013				183397870			113171367										253971571			220900649	113171331				229905431		253971734			220900513		
Psophiidae_Psophia_viridis								94983634						56131181																			
Timaliidae_Leiothrix_lutea	21310029				327494086			5712267																				183585555					
Diomedeidae_Diomedea_amsterdamensis								1657708																									
Accipitridae_Buteogallus_subtilis						281307733		182895214						182895004							182895092												
Tyrannidae_Contopus_fumigatus					302136827																							241994097	241994457				
Trochilidae_Topaza_pella								256860159						269999349						256860213	57639928		164613606			268320846							
Thamnophilidae_Pygiptila_stellaris								157098280					157098146					51104522			157094419	157098414						221063151	221062931				
Timaliidae_Garrulax_cineraceus					183397808			183585417																				183585507					
Formicariidae_Myrmothera_campanisona								7715725													7715755												
Mimidae_Nesomimus_parvulus						74272079															35396673												
Motacillidae_Anthus_rubescens					116831835																												
Gruidae_Grus_antigone	1718363							927677						95020604																			
Muscicapidae_Cercomela_dubia								290749804													269115814												
Malaconotidae_Laniarius_mufumbiri						186461403															163638271												
Muscicapidae_Rhinomyias_additus								306959323																									
Anatidae_Tadorna_radjah	6318710							1213417													190683706												
Turdidae_Turdus_pelios	166707798							187371394										167369933			71482693	71482894				187481297							
Fringillidae_Calcarius_ornatus					116876467	33318494		156072704													156072486												
Dicruridae_Pericrocotus_cinnamomeus				125487270																	125487164												
Trochilidae_Agliocercus_kingi														57791802							57639794					268320555							
Laridae_Xema_sabini	190411546				51101508			199601332													125662570							125662454					
Pelecanoididae_Pelecanoides_garnotii								3420668																									
Psittacidae_Pionus_chalcopterus						50404162		154371594													154371664												
Cotingidae_Querula_purpurata								94471860						56131085				94451641										241994329	241994689				
Fringillidae_Tiaris_canora								10799205																									
Malaconotidae_Rhodophoneus_cruentus													46810746					46559866			46562083												
Procellariidae_Puffinus_baroli								9998832																									
Paridae_Baeolophus_inornatus					116831897			50844874		29422752	29422714																						
Turnicidae_Turnix_varia				5924135	7262860	5924071		5924231						112818839				53851296										53851276					
Fringillidae_Dendroica_chrysoparia																					206573819												
Psittacidae_Pionites_melanocephala																					169787736								154371730	187765573	194246224	187950006	
Passeridae_Lagonosticta_rufopicta																					37674874												
Tyrannidae_Agriornis_andicola																		165909207								165874090							
Strigidae_Glaucidium_hardyi								24743850																				171919893					
Columbidae_Patagioenas_oenops								7262950						7673326							20466921												
Certhiidae_Auriparus_flaviceps					116876345			19908557																		196052595		32480962					
Apodidae_Aeronautes_saxatalis	168805873				116876237			168805767		29422738	29422686										187479992					268320527							
Tyrannidae_Myiarchus_oberi						22654446																											
Muscicapidae_Enicurus_ruficapilla																					61968784	61968724											
Platysteiridae_Batis_mixta																					112799340							38324343					
Timaliidae_Cutia_nipalensis	30840825							30840734										253971477			113912289					229905331		253971634					
Psittacidae_Pionus_tumultuosus								154371584													154371654												
Accipitridae_Gyps_indicus								115492914													115492950							187439082					
Paridae_Poecile_sclateri					116832643			19908513																									
Ramphastidae_Semnornis_ramphastinus								7573857													259089984												
Nectariniidae_Hypogramma_hypogrammicum																					319717584												
Tyrannidae_Myiozetetes_similis					159156645													165909147			224998766					165874030							
Burhinidae_Burhinus_grallarius					88910974	88911110		88911076													88910804	88910838	88910906					34597793					
Phasianidae_Francolinus_levaillantii	112498250							4090630													110826126												
Tyrannidae_Pachyramphus_minor																					86451811												
Psittacidae_Pyrrhura_perlata								60391153																									
Corvidae_Gymnorhinus_cyanocephalus					116877015			1841718						39979945				39979918			114214860	14581593									224593453		
Sylviidae_Phylloscopus_bonelli	54632183							1332552										66876371															
Timaliidae_Stachyris_latistriata																					220900663	220900391									220900529		
Furnariidae_Simoxenops_ucayalae								241865024					240018462					240018548										221063083	221062887				
Columbidae_Patagioenas_squamosa								41393866						41393822																			
Fringillidae_Emberiza_impeltuani								18653913																									
Thamnophilidae_Epinecrophylla_ornata								304272669													299767155	301322964											
Thamnophilidae_Terenura_humeralis								157098292										51104546			157094431	157098426											
Phasianidae_Francolinus_lathami								121663625													110826058												
Fringillidae_Atlapetes_schistaceus	21644722					21644875															21644773												
Vireonidae_Vireo_leucophrys								3676563													14581539												
Turdidae_Turdus_rufitorques								124021350													126216257	126216130				187481331							
Columbidae_Patagioenas_maculosa					197256193																												
Pipridae_Machaeropterus_pyrocephalus								156857604																				241994181	241994541				
Fringillidae_Tangara_viridicollis								38606702													38606856												
Diomedeidae_Thalassarche_cauta								1657734																									
Odontophoridae_Callipepla_squamata					116831987			4321197													4321199												
Psittacidae_Diopsittaca_nobilis	33341433					75677789		33305113													169787676							75678013		187765551	194246170	187949950	
Cotingidae_Pyroderus_scutatus								25988549					240018530					21805618								90658353		25988515	241994685				
Passeridae_Euplectes_psammocromius								165929869													165929787												
Trogonidae_Trogon_surrucura																					183447700							54299684					
Fringillidae_Vermivora_pinus					117372625	308224268		32441772					302703125					302703542	302703338		55247545									302703670	302703753		
Spheniscidae_Eudyptes_robustus	75354103				169882432			75354614																				75863935					
Sturnidae_Sturnus_albofrontatus																		189035403			189035558					189035478							
Phasianidae_Francolinus_erckelii					327494050			4090622																									
Phasianidae_Pternistis_griseostriatus								121663647													110826112												
Fringillidae_Tangara_palmeri								38606676													38606830												
